;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SENAI;                                            ATIVO IMOBILIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SISTEMA DE
CONFERÊNCIA
ON -LINE
03/2026";LOCALIZ.;NOME DO AMBIENTE;;;;;IMOB.;"Nº 
INVENTÁRIO";"DATA
INCORP.";DENOMINAÇÃO IMOBILIZADO;RESPONSÁVEL;STATUS/OCORRÊNCIA;TRANSFERÊNCIA;;DISPONIBILIDADE;;;;BAIXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;"LOCAL
DESTINO";RESPONSÁVEL;AUTORIZ.;"DATA ENVIO 
P/GAF";"Nº DA
UNIDADE";ENTREPOSTO;AUTORIZ.;"DATA 
ENVIO 
P/DIRETOR";"PROCESSO 
Nº";;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10225858;917125;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10225861;917128;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10226184;917509;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10226185;917510;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10226187;917512;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10226246;917578;22.12.2009;ACCESS POINT CORP 3COM 3CRWE776075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10207093;1202273;28.02.2018;ARMÁRIO BAIXO MALIBU DC 1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10175601;1142255;31.05.2015;ARMÁRIO BAIXO MALIBÚ DC1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10175609;1142263;31.05.2015;ARMÁRIO PASTA AZ DC1660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10199484;1186519;31.08.2017;ARMÁRIO PASTA SUSPENSA MALIBU DC 1659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10199486;1186521;31.08.2017;ARMÁRIO PASTA SUSPENSA MALIBU DC 1659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10194731;1180321;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10321370;969109;27.12.2010;CÂMERA FOTOGRÁFICA DIGITAL 12MP /SONY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10003074;968409;10.12.2010;DESFIBRILADOR EXT.AUTOMÁTICO/HEARTSINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10251014;1072089;17.05.2013;IMPRESSORA LASER COLOR PEQ.PORTE/SAMSUNG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10271065;1175460;01.12.2016;IMPRESSORA LASER COLORIDA PEQ. PORTE/LEXMARK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10239875;1020273;20.01.2012;MICROCOMPUTADOR DELL OPTIPLEX 790SFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10239876;1020274;20.01.2012;MICROCOMPUTADOR DELL OPTIPLEX 790SFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10239878;1020276;20.01.2012;MICROCOMPUTADOR DELL OPTIPLEX 790SFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10239894;1020292;20.01.2012;MICROCOMPUTADOR DELL OPTIPLEX 790SFF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10267586;1155721;12.01.2016;MICROCOMPUTADOR EDUCACIONAL BÁSICO / DELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10228160;943541;01.05.2010;MONITOR COLOR LCD 19WIDE W1942P/LG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10231207;995955;26.04.2011;MONITOR COLOR LCD 22 THINKVISION/LENOVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10217691;675625;30.11.2006;NO BREAK 1.2 KVA PARA SERVIDOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10232117;999329;18.05.2011;PROJETOR MULTIMÍDIA C/SUPORTE/OPTOMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10252194;1097566;12.05.2014;SWITCH L2 - 24 PORTAS - UNIDADES /CISCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10240818;1032072;30.03.2012;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10240819;1032073;30.03.2012;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770006;2077;00;06;;;;10240823;1032077;30.03.2012;SWITCH L2 ACESSO UNIDADES/HP A5120-24G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10207089;1202269;28.02.2018;ARMÁRIO BAIXO MALIBU DC 1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10355211;1169956;20.07.2016;BEBEDOURO TIPO COLUNA P/GARRAFÃO 220V/ LIBELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194785;1180375;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194788;1180378;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194793;1180383;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194794;1180384;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194795;1180385;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194796;1180386;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194797;1180387;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194798;1180388;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194799;1180389;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194801;1180391;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194802;1180392;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10194809;1180399;01.02.2017;CADEIRA GIRATÓRIA C/BRAÇOS TECIDO PRETO/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770007;2077;00;07;;;;10357444;1182269;28.03.2017;TELEVISÃO SMART 55 POLEGADAS - LG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10207096;1202276;28.02.2018;ARMÁRIO BAIXO MALIBU DC 1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194718;1180308;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194719;1180309;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194724;1180314;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194725;1180315;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194750;1180340;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194751;1180341;01.02.2017;CADEIRA ESTRUTURA EM C - PRETO/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194713;1180303;01.02.2017;CADEIRA GIRATÓRIA P/DIRETOR/ COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001216;23.12.2024;COLOCAÇÃO OU INSTALAÇÃO DE DIVISÓRIAS;76.900,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001239;20.01.2025;COLOCAÇÃO OU INSTALAÇÃO DE DIVISÓRIAS;82.234,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001694;22.12.2025;CORREÇÃO CAUÇÃO;1.626,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40000945;08.03.2024;ELABORAÇÃO DE LAUDOS AVCB;3.229,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001544;29.09.2025;ELABORAÇÃO DE LAUDOS DE SPDA;2.561,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10175618;1142272;31.05.2015;GAVETEIRO VOLANTE MALIBÚ DC1691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001030;08.08.2024;INSTALAÇÃO DE REDE DE PROTEÇÃO(IMÓVEIS);64.460,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001215;17.12.2024;LAUDOS/RELATÓRIOS/ESTUDOS/ATESTADOS;27.450,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001240;15.01.2025;MANUTENÇÃO EQUIPAMENTOS CABINE PRIMÁRIA;11.164,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10200837;1187895;31.07.2017;MESA PARA DIRETOR EM L MALIBÚ DC-1704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10200860;1187918;31.07.2017;MESA PARA REUNIÃO 1200 MALIBÚ DC-1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10583768;1232231;31.01.2020;MONITOR 24 POLEGADAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001084;30.09.2024;PROJETO DE ARQUITETURA E COMPLEMENTARES;3.708,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001607;07.11.2025;REFORMA DO PISO;291.739,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001734;23.01.2026;REFORMA DO PISO;95.073,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40000947;08.03.2024;REFORMA DO TELHADO/COBERTURA;2.644.539,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001210;17.12.2024;REFORMA DO TELHADO/COBERTURA;1.376.599,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001342;25.03.2025;REFORMA DO TELHADO/COBERTURA;48.002,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001460;07.08.2025;REFORMA PREDIAL;86.937,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10000149;1221660;01.12.2016;SENAI Votuporanga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10581382;1229745;31.12.2019;SENAI VOTUPORANGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;40001072;09.09.2024;SERVIÇO DE REFORMA PREDIAL;368.241,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10194757;1180347;01.02.2017;SOFÁ 2 LUGARES - PRETO DC 1819/COPERFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770008;2077;00;08;;;;10631690;1279466;29.08.2023;VEÍCULO SEDÃ AUTOM. VW VIRTUS - GGB2E11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10716379;1371536;03.11.2025;ALINHADOR P/EIXOS A LASER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10710563;08.09.2025;ARMÁRIO P/FERRAMENTAS DC-1674;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10726261;1381686;13.01.2026;BANCADA DIDÁTICA BOMBA CENTRÍFUGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10727473;1382866;20.01.2026;CADEIRA GIRATÓRIA COM ENCOSTO EM TELA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718954;1374318;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718955;1374319;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718956;1374320;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718957;1374321;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718958;1374322;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718959;1374323;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718960;1374324;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718961;1374325;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718962;1374326;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718963;1374327;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718964;1374328;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718965;1374329;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718966;1374330;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718967;1374331;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718968;1374332;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718969;1374333;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718970;1374334;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718971;1374335;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718972;1374336;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718973;1374337;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718974;1374338;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718975;1374339;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718976;1374340;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718977;1374341;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718978;1374342;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718979;1374343;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718980;1374344;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718981;1374345;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718982;1374346;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718983;1374347;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718984;1374348;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718985;1374349;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718986;1374350;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718987;1374351;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718988;1374352;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718989;1374353;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718990;1374354;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718991;1374355;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718992;1374356;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718993;1374357;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718994;1374358;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718995;1374359;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718996;1374360;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718997;1374361;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718998;1374362;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10718999;1374363;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719000;1374364;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719001;1374365;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719002;1374366;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719003;1374367;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719004;1374368;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719005;1374369;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719006;1374370;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719007;1374371;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719008;1374372;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770009;2077;00;09;;;;10719009;1374373;28.11.2025;CADEIRA GIRATÓRIA S/BRAÇOS - VINIL AZUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
